Link,Website,Title,Description,Author,Date,Type,Keywords,
https://www.blockchain-council.org/nft/cco-nft/,Blockchain Council,What is a CCO NFT? Why is it important for NFT creators?,A CC0 NFT (creative commons- no rights reservations) is a type of copyright that allows the originator to permit other people to own their NFTs.,Toshendra Kumar Sharma,2022-12-19T12:35:43+00:00,article,,
